First Name	Last Name 	Email Address	Campus	
Harley	Reynolds	Harley.Reynolds@yahoo.com	Auckland, Wellington, Christchurch	
Vincent	Mitchell	Vincent.Mitchell@yahoo.com	Auckland, Wellington, Christchurch	
Willow	Nelson	Willow.Nelson@yahoo.com	Auckland, Wellington, Christchurch	
Dylan	Velasquez	Dylan.Velasquez@yahoo.com	Auckland, Wellington, Christchurch	
Esme	Leonard	Esme.Leonard@yahoo.com	Auckland, Wellington, Christchurch	
Ricardo	Melendez	Ricardo.Melendez@yahoo.com	Auckland, Wellington, Christchurch	
Bethany	Castillo	Bethany.Castillo@yahoo.com	Auckland, Wellington, Christchurch	
Kai	Berry	Kai.Berry@yahoo.com	Auckland, Wellington, Christchurch	
Annabelle	Sparks	Annabelle.Sparks@yahoo.com	Auckland, Wellington, Christchurch	
Drake	Shah	Drake.Shah@yahoo.com	Auckland, Wellington, Christchurch	
Angelica	Robbins	Angelica.Robbins@yahoo.com	Auckland, Wellington, Christchurch	
Finnegan	Nicholson	Finnegan.Nicholson@yahoo.com	Auckland, Wellington, Christchurch	
Justice	Brewer	Justice.Brewer@yahoo.com	Auckland, Wellington, Christchurch	
Cruz	Weeks	Cruz.Weeks@yahoo.com	Auckland, Wellington, Christchurch	
Karen	Person	Karen.Person@yahoo.com	Auckland, Wellington, Christchurch	
Moses	Nelson	Moses.Nelson@yahoo.com	Auckland, Wellington, Christchurch	
Everly	Hines	Everly.Hines@yahoo.com	Auckland, Wellington, Christchurch	
Uriel	Perez	Uriel.Perez@yahoo.com	Auckland, Wellington, Christchurch	
Eleanor	Jarvis	Eleanor.Jarvis@yahoo.com	Auckland, Wellington, Christchurch	
Marlon	Saunders	Marlon.Saunders@yahoo.com	Auckland, Wellington, Christchurch	
Meadow	Graves	Meadow.Graves@yahoo.com	Auckland, Wellington, Christchurch	
Cesar	Landry	Cesar.Landry@yahoo.com	Auckland, Wellington, Christchurch	
Brynleigh	Sweeney	Brynleigh.Sweeney@yahoo.com	Auckland, Wellington, Christchurch	
Nixon	Richardson	Nixon.Richardson@yahoo.com	Auckland, Wellington, Christchurch	
Allison	Robertson	Allison.Robertson@yahoo.com	Auckland, Wellington, Christchurch	
Emiliano	Krueger	Emiliano.Krueger@yahoo.com	Auckland, Wellington, Christchurch	
Kamari	Lucas	Kamari.Lucas@yahoo.com	Auckland, Wellington, Christchurch	
Chance	Copeland	Chance.Copeland@yahoo.com	Auckland, Wellington, Christchurch	
Dayana	Wright	Dayana.Wright@yahoo.com	Auckland, Wellington, Christchurch	
Grayson	Clements	Grayson.Clements@yahoo.com	Auckland, Wellington, Christchurch	
Cara	Stafford	Cara.Stafford@yahoo.com	Auckland, Wellington, Christchurch	
Alfredo	Maynard	Alfredo.Maynard@yahoo.com	Auckland, Wellington, Christchurch	
Carolyn	Cross	Carolyn.Cross@yahoo.com	Auckland, Wellington, Christchurch	
Fabian	Pittman	Fabian.Pittman@yahoo.com	Auckland, Wellington, Christchurch	
Marie	Boyd	Marie.Boyd@yahoo.com	Auckland, Wellington, Christchurch	
Dean	Lindsey	Dean.Lindsey@yahoo.com	Auckland, Wellington, Christchurch	
Colette	Harrison	Colette.Harrison@yahoo.com	Auckland, Wellington, Christchurch	
Gavin	Hopkins	Gavin.Hopkins@yahoo.com	Auckland, Wellington, Christchurch	
Gabriela	Moses	Gabriela.Moses@yahoo.com	Auckland, Wellington, Christchurch	
Niklaus	Williamson	Niklaus.Williamson@yahoo.com	Auckland, Wellington, Christchurch	
Catherine	Johns	Catherine.Johns@yahoo.com	Auckland, Wellington, Christchurch	
Joziah	Reese	Joziah.Reese@yahoo.com	Auckland, Wellington, Christchurch	
Rosemary	Horton	Rosemary.Horton@yahoo.com	Auckland, Wellington, Christchurch	
Garrett	Winters	Garrett.Winters@yahoo.com	Auckland, Wellington, Christchurch	
Kataleya	Booth	Kataleya.Booth@yahoo.com	Auckland, Wellington, Christchurch	
Chaim	Kent	Chaim.Kent@yahoo.com	Auckland, Wellington, Christchurch	
Jazmine	Parsons	Jazmine.Parsons@yahoo.com	Auckland, Wellington, Christchurch	
Lewis	Lawrence	Lewis.Lawrence@yahoo.com	Auckland, Wellington, Christchurch	
Lauren	Gilmore	Lauren.Gilmore@yahoo.com	Auckland, Wellington, Christchurch	
Vihaan	Foster	Vihaan.Foster@yahoo.com	Auckland, Wellington, Christchurch	
Brielle	Kerr	Brielle.Kerr@yahoo.com	Auckland, Wellington, Christchurch	
Louie	Nava	Louie.Nava@yahoo.com	Auckland, Wellington, Christchurch	
Scout	Sims	Scout.Sims@yahoo.com	Auckland, Wellington, Christchurch	
Brian	Ward	Brian.Ward@yahoo.com	Auckland, Wellington, Christchurch	
Ariana	Rasmussen	Ariana.Rasmussen@yahoo.com	Auckland, Wellington, Christchurch	
Will	Bradshaw	Will.Bradshaw@yahoo.com	Auckland, Wellington, Christchurch	
Berkley	McCoy	Berkley.McCoy@yahoo.com	Auckland, Wellington, Christchurch	
Jett	Fischer	Jett.Fischer@yahoo.com	Auckland, Wellington, Christchurch	
Maci	Carson	Maci.Carson@yahoo.com	Auckland, Wellington, Christchurch	
Ares	Murillo	Ares.Murillo@yahoo.com	Auckland, Wellington, Christchurch	
Mikaela	Gardner	Mikaela.Gardner@yahoo.com	Auckland, Wellington, Christchurch	
Alan	Skinner	Alan.Skinner@yahoo.com	Auckland, Wellington, Christchurch	
Mara	Novak	Mara.Novak@yahoo.com	Auckland, Wellington, Christchurch	
Bishop	Deleon	Bishop.Deleon@yahoo.com	Auckland, Wellington, Christchurch	
Gabrielle	Norman	Gabrielle.Norman@yahoo.com	Auckland, Wellington, Christchurch	
Aziel	Hall	Aziel.Hall@yahoo.com	Auckland, Wellington, Christchurch	
Leah	Schwartz	Leah.Schwartz@yahoo.com	Auckland, Wellington, Christchurch	
Edwin	Guerra	Edwin.Guerra@yahoo.com	Auckland, Wellington, Christchurch	
Edith	Marsh	Edith.Marsh@yahoo.com	Auckland, Wellington, Christchurch	
Bo	Mullins	Bo.Mullins@yahoo.com	Auckland, Wellington, Christchurch	
Maliyah	Phan	Maliyah.Phan@yahoo.com	Auckland, Wellington, Christchurch	
Maison	Gaines	Maison.Gaines@yahoo.com	Auckland, Wellington, Christchurch	
Aya	Portillo	Aya.Portillo@yahoo.com	Auckland, Wellington, Christchurch	
Wallace	McFarland	Wallace.McFarland@yahoo.com	Auckland, Wellington, Christchurch	
Annika	Flowers	Annika.Flowers@yahoo.com	Auckland, Wellington, Christchurch	
Saul	Ray	Saul.Ray@yahoo.com	Auckland, Wellington, Christchurch	
Ruth	Fitzgerald	Ruth.Fitzgerald@yahoo.com	Auckland, Wellington, Christchurch	
Peyton	Colon	Peyton.Colon@yahoo.com	Auckland, Wellington, Christchurch	
Remy	Ellison	Remy.Ellison@yahoo.com	Auckland, Wellington, Christchurch	
Kye	Rivas	Kye.Rivas@yahoo.com	Auckland, Wellington, Christchurch	
Averie	Berg	Averie.Berg@yahoo.com	Auckland, Wellington, Christchurch	
Cayson	Nava	Cayson.Nava@yahoo.com	Auckland, Wellington, Christchurch	
Scout	Norman	Scout.Norman@yahoo.com	Auckland, Wellington, Christchurch	
Aziel	David	Aziel.David@yahoo.com	Auckland, Wellington, Christchurch	
Haylee	Savage	Haylee.Savage@yahoo.com	Auckland, Wellington, Christchurch	
Keaton	Bautista	Keaton.Bautista@yahoo.com	Auckland, Wellington, Christchurch	
Antonella	McLean	Antonella.McLean@yahoo.com	Auckland, Wellington, Christchurch	
Crosby	Ingram	Crosby.Ingram@yahoo.com	Auckland, Wellington, Christchurch	
Katie	Nielsen	Katie.Nielsen@yahoo.com	Auckland, Wellington, Christchurch	
Tru	Blankenship	Tru.Blankenship@yahoo.com	Auckland, Wellington, Christchurch	
Rosalee	Alexander	Rosalee.Alexander@yahoo.com	Auckland, Wellington, Christchurch	
Kingston	Cisneros	Kingston.Cisneros@yahoo.com	Auckland, Wellington, Christchurch	
Janelle	Horton	Janelle.Horton@yahoo.com	Auckland, Wellington, Christchurch	
Garrett	Tran	Garrett.Tran@yahoo.com	Auckland, Wellington, Christchurch	
Kylie	Cochran	Kylie.Cochran@yahoo.com	Auckland, Wellington, Christchurch	
Danny	Hernandez	Danny.Hernandez@yahoo.com	Auckland, Wellington, Christchurch	
Camila	Fowler	Camila.Fowler@yahoo.com	Auckland, Wellington, Christchurch	
Kameron	Cook	Kameron.Cook@yahoo.com	Auckland, Wellington, Christchurch	
Aaliyah	Moore	Aaliyah.Moore@yahoo.com	Auckland, Wellington, Christchurch	
Levi	Valentine	Levi.Valentine@yahoo.com	Auckland, Wellington, Christchurch	
August	James	August.James@yahoo.com	Auckland, Wellington, Christchurch	
Jaxson	Sellers	Jaxson.Sellers@yahoo.com	Auckland, Wellington, Christchurch	
Mercy	Newton	Mercy.Newton@yahoo.com	Auckland, Wellington, Christchurch	
Santino	Whitney	Santino.Whitney@yahoo.com	Auckland, Wellington, Christchurch	
Madalynn	Stafford	Madalynn.Stafford@yahoo.com	Auckland, Wellington, Christchurch	
Alfredo	Barry	Alfredo.Barry@yahoo.com	Auckland, Wellington, Christchurch	
Waverly	Blackwell	Waverly.Blackwell@yahoo.com	Auckland, Wellington, Christchurch	
Marcellus	Banks	Marcellus.Banks@yahoo.com	Auckland, Wellington, Christchurch	
Cali	Contreras	Cali.Contreras@yahoo.com	Auckland, Wellington, Christchurch	
Emilio	McConnell	Emilio.McConnell@yahoo.com	Auckland, Wellington, Christchurch	
Denise	Bruce	Denise.Bruce@yahoo.com	Auckland, Wellington, Christchurch	
Uriah	Lowery	Uriah.Lowery@yahoo.com	Auckland, Wellington, Christchurch	
Estelle	Coleman	Estelle.Coleman@yahoo.com	Auckland, Wellington, Christchurch	
Micah	Roberts	Micah.Roberts@yahoo.com	Auckland, Wellington, Christchurch	
Paisley	Meyer	Paisley.Meyer@yahoo.com	Auckland, Wellington, Christchurch	
Tristan	Mack	Tristan.Mack@yahoo.com	Auckland, Wellington, Christchurch	
Nadia	Higgins	Nadia.Higgins@yahoo.com	Auckland, Wellington, Christchurch	
Sterling	McClure	Sterling.McClure@yahoo.com	Auckland, Wellington, Christchurch	
Estella	Parra	Estella.Parra@yahoo.com	Auckland, Wellington, Christchurch	
Davion	Wheeler	Davion.Wheeler@yahoo.com	Auckland, Wellington, Christchurch	
Sydney	Guzman	Sydney.Guzman@yahoo.com	Auckland, Wellington, Christchurch	
Jude	Lucas	Jude.Lucas@yahoo.com	Auckland, Wellington, Christchurch	
Phoenix	Sandoval	Phoenix.Sandoval@yahoo.com	Auckland, Wellington, Christchurch	
Brantley	Jackson	Brantley.Jackson@yahoo.com	Auckland, Wellington, Christchurch	
Avery	McGee	Avery.McGee@yahoo.com	Auckland, Wellington, Christchurch	
Conner	Brandt	Conner.Brandt@yahoo.com	Auckland, Wellington, Christchurch	
Loretta	Ballard	Loretta.Ballard@yahoo.com	Auckland, Wellington, Christchurch	
Kenzo	Short	Kenzo.Short@yahoo.com	Auckland, Wellington, Christchurch	
Cheyenne	Sierra	Cheyenne.Sierra@yahoo.com	Auckland, Wellington, Christchurch	
Dayton	Moreno	Dayton.Moreno@yahoo.com	Auckland, Wellington, Christchurch	
Mary	Wiggins	Mary.Wiggins@yahoo.com	Auckland, Wellington, Christchurch	
Azariah	Harris	Azariah.Harris@yahoo.com	Auckland, Wellington, Christchurch	
Penelope	McLean	Penelope.McLean@yahoo.com	Auckland, Wellington, Christchurch	
Crosby	Ponce	Crosby.Ponce@yahoo.com	Auckland, Wellington, Christchurch	
Aileen	Moses	Aileen.Moses@yahoo.com	Auckland, Wellington, Christchurch	
Niklaus	Shelton	Niklaus.Shelton@yahoo.com	Auckland, Wellington, Christchurch	
Makenzie	O’brien	Makenzie.O’brien@yahoo.com	Auckland, Wellington, Christchurch	
Riley	Harmon	Riley.Harmon@yahoo.com	Auckland, Wellington, Christchurch	
Maren	Knox	Maren.Knox@yahoo.com	Auckland, Wellington, Christchurch	
Valentin	Hull	Valentin.Hull@yahoo.com	Auckland, Wellington, Christchurch	
Andi	Whitaker	Andi.Whitaker@yahoo.com	Auckland, Wellington, Christchurch	
Keith	Hinton	Keith.Hinton@yahoo.com	Auckland, Wellington, Christchurch	
Jaelynn	Copeland	Jaelynn.Copeland@yahoo.com	Auckland, Wellington, Christchurch	
Axton	Fowler	Axton.Fowler@yahoo.com	Auckland, Wellington, Christchurch	
Lennon	Estrada	Lennon.Estrada@yahoo.com	Auckland, Wellington, Christchurch	
Phoenix	Patrick	Phoenix.Patrick@yahoo.com	Auckland, Wellington, Christchurch	
Lyra	Kennedy	Lyra.Kennedy@yahoo.com	Auckland, Wellington, Christchurch	
Maxwell	Simon	Maxwell.Simon@yahoo.com	Auckland, Wellington, Christchurch	
Kalani	Patton	Kalani.Patton@yahoo.com	Auckland, Wellington, Christchurch	
Moises	Rodgers	Moises.Rodgers@yahoo.com	Auckland, Wellington, Christchurch	
Selah	Rasmussen	Selah.Rasmussen@yahoo.com	Auckland, Wellington, Christchurch	
Will	Owens	Will.Owens@yahoo.com	Auckland, Wellington, Christchurch	
Amaya	Brown	Amaya.Brown@yahoo.com	Auckland, Wellington, Christchurch	
Elijah	Huff	Elijah.Huff@yahoo.com	Auckland, Wellington, Christchurch	
Karsyn	Mason	Karsyn.Mason@yahoo.com	Auckland, Wellington, Christchurch	
Brandon	Rojas	Brandon.Rojas@yahoo.com	Auckland, Wellington, Christchurch	
Adaline	Humphrey	Adaline.Humphrey@yahoo.com	Auckland, Wellington, Christchurch	
Krew	Reeves	Krew.Reeves@yahoo.com	Auckland, Wellington, Christchurch	
Lana	Richards	Lana.Richards@yahoo.com	Auckland, Wellington, Christchurch	
Holden	Castillo	Holden.Castillo@yahoo.com	Auckland, Wellington, Christchurch	
Eva	Lynn	Eva.Lynn@yahoo.com	Auckland, Wellington, Christchurch	
Zechariah	Francis	Zechariah.Francis@yahoo.com	Auckland, Wellington, Christchurch	
Daniella	Elliott	Daniella.Elliott@yahoo.com	Auckland, Wellington, Christchurch	
Blake	Berg	Blake.Berg@yahoo.com	Auckland, Wellington, Christchurch	
Emmalyn	Stephens	Emmalyn.Stephens@yahoo.com	Auckland, Wellington, Christchurch	
Messiah	Higgins	Messiah.Higgins@yahoo.com	Auckland, Wellington, Christchurch	
Leighton	Carrillo	Leighton.Carrillo@yahoo.com	Auckland, Wellington, Christchurch	
Wade	Rodgers	Wade.Rodgers@yahoo.com	Auckland, Wellington, Christchurch	
Selah	Leon	Selah.Leon@yahoo.com	Auckland, Wellington, Christchurch	
Marshall	Logan	Marshall.Logan@yahoo.com	Auckland, Wellington, Christchurch	
Kora	Paul	Kora.Paul@yahoo.com	Auckland, Wellington, Christchurch	
Noel	Parra	Noel.Parra@yahoo.com	Auckland, Wellington, Christchurch	
Dalary	Escobar	Dalary.Escobar@yahoo.com	Auckland, Wellington, Christchurch	
Zachariah	Hickman	Zachariah.Hickman@yahoo.com	Auckland, Wellington, Christchurch	
Scarlette	Esparza	Scarlette.Esparza@yahoo.com	Auckland, Wellington, Christchurch	
Carl	Glenn	Carl.Glenn@yahoo.com	Auckland, Wellington, Christchurch	
Blaire	Frederick	Blaire.Frederick@yahoo.com	Auckland, Wellington, Christchurch	
Kase	Wilkins	Kase.Wilkins@yahoo.com	Auckland, Wellington, Christchurch	
				
